"text,type,deck,level,intensity,is_indian_specific,is_solo"
"('Describe a song that carried you through a breakup.', 'truth', 'friends', 'getting_to_know_you', 'bold', false, false),"
"('What''s a habit you battled hard to kick?', 'truth', 'friends', 'getting_to_know_you', 'bold', false, false),"
"('Tell us about a time you felt overwhelmed chasing a big exam goal.', 'truth', 'friends', 'getting_to_know_you', 'bold', true, false),"
"('Tell us about a time you helped a stranger and ended up regretting it.', 'truth', 'friends', 'getting_to_know_you', 'bold', false, false),"
"('What''s a regional dish you messed up and got flak for?', 'truth', 'friends', 'getting_to_know_you', 'bold', true, false),"
"('Dish on a town scandal that hit you hard.', 'truth', 'friends', 'getting_to_know_you', 'bold', false, false),"
"('What''s a dream you went after that left you scarred?', 'truth', 'friends', 'getting_to_know_you', 'bold', false, false),"
"('Describe a time you had to set boundaries with your family.', 'truth', 'friends', 'getting_to_know_you', 'bold', false, false),"
"('Tell us about a language blunder at work that got messy.', 'truth', 'friends', 'getting_to_know_you', 'bold', true, false),"
"('What''s a family pressure you’ve just shrugged off?', 'truth', 'friends', 'getting_to_know_you', 'bold', false, false),"
"('Share a work lesson you learned the messy way.', 'truth', 'friends', 'getting_to_know_you', 'bold', false, false),"
"('What''s a cultural norm that seems absurd to you?', 'truth', 'friends', 'getting_to_know_you', 'bold', false, false),"
"('What''s a value you’d fight for no matter what?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Tell us about a place in India that feels like your soul’s home.', 'truth', 'bffs', 'deeper_dive', 'mild', true, false),"
"('Describe a life lesson that flipped your world upside down.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a moment someone truly got who you are?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Share a tradition you’d never let go of.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a dream you’re too scared to chase?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Tell us about a festival that taught you something deep.', 'truth', 'bffs', 'deeper_dive', 'mild', true, false),"
"('What''s a time you felt proud to stand out?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Share a story you wish you could shout from the rooftops.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a spot you’d run to when life gets heavy?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Spill the beans: what''s a value a stranger taught you?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Describe a moment you found your inner strength.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a song that feels like your life’s anthem?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Tell us about a memory that makes you feel alive.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a cause you’d pour your heart into?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Share a time you forgave someone who didn’t deserve it.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a regional dish that holds a special memory?', 'truth', 'bffs', 'deeper_dive', 'mild', true, false),"
"('Describe a moment you felt totally at peace.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Tell us about a career choice that shaped who you are.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a family keepsake that means the world to you?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Share a time you stood up for someone in need.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a dream you’ve let go but still haunts you?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Spill the chai: what''s a belief you hold that others might question?', 'truth', 'bffs', 'deeper_dive', 'mild', true, false),"
"('Tell us about a time you felt like you truly belonged.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a regional place that feels sacred to you?', 'truth', 'bffs', 'deeper_dive', 'mild', true, false),"
"('What''s a time you felt you made a real difference?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Describe a moment hope carried you through a tough spot.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Tell us about a memory tied to a special taste.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a time you earned someone''s trust in a big way?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Share a festival that shifted your perspective.', 'truth', 'bffs', 'deeper_dive', 'mild', true, false),"
"('What''s a moment you felt your life’s purpose click?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Spill the beans: what''s a skill from school that still guides you?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Describe a time you felt truly understood by someone.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a place you’d go back to for closure?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Tell us about a value you’ve fought hard to keep.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a time you overcame a fear that held you back?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Share a memory that feels like a hidden gem.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a principle you’d never bend on?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Describe a regional spot that feels like your sanctuary.', 'truth', 'bffs', 'deeper_dive', 'mild', true, false),"
"('Tell us about a moment you grew wiser overnight.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a belief you’ve held since you were a kid?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Spill the Chai: what''s a time a stranger’s kindness blew you away?', 'truth', 'bffs', 'deeper_dive', 'mild', true, false),"
"('Share a moment you redefined what success means to you.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a family story that shaped your core values?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Describe a time your heritage filled you with joy.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Tell us about a work choice that changed your path.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a regional tradition that anchors you?', 'truth', 'bffs', 'deeper_dive', 'mild', true, false),"
"('Tell us about a cultural event that gave you chills.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a time you surprised yourself with your strength?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Describe a memory that reminds you of your roots.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a moment your regional roots made you feel grounded?', 'truth', 'bffs', 'deeper_dive', 'mild', true, false),"
"('Describe a time you found peace in a tough moment.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Tell us about a smell that takes you back to a core memory.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a time you rebuilt trust with someone?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Share a festival that made you see your culture differently.', 'truth', 'bffs', 'deeper_dive', 'mild', true, false),"
"('What''s a moment you felt your life’s calling?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Spill the chai: what''s a work skill that’s shaped your identity?', 'truth', 'bffs', 'deeper_dive', 'mild', true, false),"
"('Describe a time you felt someone truly saw your soul.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a place you’d revisit to heal old wounds?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Tell us about a belief you’ve clung to through storms.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a fear you faced that changed you?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Share a memory that feels like your personal treasure.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a value you’d never compromise on?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Describe a regional landmark that holds deep meaning for you.', 'truth', 'bffs', 'deeper_dive', 'mild', true, false),"
"('Tell us about a moment you felt a sudden clarity.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a childhood belief that still shapes your choices?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Spill the chai: what''s a time a stranger’s words stuck with you?', 'truth', 'bffs', 'deeper_dive', 'mild', true, false),"
"('Share a moment you found your own version of success.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a family tale that taught you a life lesson?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Describe a time your heritage gave you strength.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Tell us about a career decision that felt like destiny.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a regional ritual that brings you calm?', 'truth', 'bffs', 'deeper_dive', 'mild', true, false),"
"('Share a moment your culture felt like a warm embrace.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a time you pushed past your limits and grew?', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('Describe a memory that reminds you of your purpose.', 'truth', 'bffs', 'deeper_dive', 'mild', false, false),"
"('What''s a cultural norm you’ve had to unlearn?', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('Tell us about a career choice that left you second-guessing.', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('Describe a regional clash that shaped your views.', 'truth', 'bffs', 'deeper_dive', 'moderate', true, false),"
"('What''s a passion project you chased that broke your heart?', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('Share a childhood memory that still stings a bit.', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('Dish on a time you had to cut ties with a friend.', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('What''s a moment you went against everyone’s advice?', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('Name a festival tradition that left you conflicted.', 'truth', 'bffs', 'deeper_dive', 'moderate', true, false),"
"('Tell us about a work decision you regret.', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('What''s a journey that challenged your core beliefs?', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('Share a cooking attempt that ended in a total mess.', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('What''s a time a friend let you down big time?', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('Spill the chai: what''s a community rule you’ve broken?', 'truth', 'bffs', 'deeper_dive', 'moderate', true, false),"
"('Describe a song that pulled you through a dark phase.', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('What''s a habit you wish you’d never picked up?', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('Tell us about a time an exam prep made you rethink your goals.', 'truth', 'bffs', 'deeper_dive', 'moderate', true, false),"
"('Share a time you helped a stranger and it got awkward.', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('What''s a regional dish you tried making and failed hard?', 'truth', 'bffs', 'deeper_dive', 'moderate', true, false),"
"('Dish on a local drama that shook your trust.', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('What''s a dream you chased that left you empty?', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('Describe a time you had to confront your family.', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('Tell us about a language mix-up at work that got real.', 'truth', 'bffs', 'deeper_dive', 'moderate', true, false),"
"('What''s a family expectation you’ve quietly fought?', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('Share a work lesson that hit you the hard way.', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('What''s a cultural pressure you’ve had to resist?', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('What''s a cultural belief you’ve had to rethink?', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('Tell us about a job decision that shook your confidence.', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('Describe a regional tradition that made you question your roots.', 'truth', 'bffs', 'deeper_dive', 'moderate', true, false),"
"('What''s a passion you chased that led to a big letdown?', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('Share a childhood moment that left a lasting mark.', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('Dish on a time you had to walk away from a friendship.', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('What''s a moment you ignored everyone’s warnings?', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('Name a festival custom that stirred up mixed feelings.', 'truth', 'bffs', 'deeper_dive', 'moderate', true, false),"
"('Tell us about a work move you wish you’d handled better.', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('What''s a trip that forced you to face your fears?', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('Share a kitchen fail that turned into a disaster.', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('What''s a time a friend’s actions really hurt you?', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('Spill the chai: what''s a local norm you’ve pushed against?', 'truth', 'bffs', 'deeper_dive', 'moderate', true, false),"
"('Describe a song that got you through a rough breakup.', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('What''s a habit you’ve struggled to shake off?', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('Tell us about an entrance exam prep that nearly broke you.', 'truth', 'bffs', 'deeper_dive', 'moderate', true, false),"
"('Share a time you helped a stranger and regretted it.', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('What''s a regional recipe you botched and got called out for?', 'truth', 'bffs', 'deeper_dive', 'moderate', true, false),"
"('Dish on a town rumor that hit too close to home.', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('What''s a goal you went after that left you drained?', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('Describe a time you had to stand up to your family.', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('Tell us about a language blunder at work that got messy.', 'truth', 'bffs', 'deeper_dive', 'moderate', true, false),"
"('What''s a family demand you’ve quietly ignored?', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('Share a work skill you learned through a tough grind.', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('What''s a cultural expectation you’ve had to challenge?', 'truth', 'bffs', 'deeper_dive', 'moderate', false, false),"
"('Spill the chai: what''s a secret desire you’ve never told anyone?', 'truth', 'bffs', 'deeper_dive', 'bold', true, false),"
"('What''s the most shocking thing you’ve seen at a political rally?', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Tell us about a time a caste bias hit you hard.', 'truth', 'bffs', 'deeper_dive', 'bold', true, false),"
"('What''s a hidden truth about your life you’ve kept quiet?', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Describe a moment you laughed to hide deep pain.', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Share a corrupt act you’ve seen that still haunts you.', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('What''s a family expectation you’ve completely rejected?', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('What''s a taboo you’ve secretly explored?', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Tell us about a time you felt judged for your deepest desires.', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Dish on the wildest matchmaking pitch you’ve heard.', 'truth', 'bffs', 'deeper_dive', 'bold', true, false),"
"('What''s a societal issue you’d risk it all to fix?', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Share a secret you’ve kept out of fear of judgment.', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Tell us about a harsh truth you faced about yourself.', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('What''s a backward norm that’s hurt you personally?', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Describe a moment your culture let you down.', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('What''s a truth you’ve hidden from your best friend?', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Tell us about a time you defied a religious rule and felt free.', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Share a community scandal you’ve stayed quiet about.', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('What''s a time you felt you lost your moral compass?', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Spill the chai: what''s a secret you’ve kept to protect your family?', 'truth', 'bffs', 'deeper_dive', 'bold', true, false),"
"('Describe a moment you laughed to mask your fear.', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Tell us about a corrupt system you’ve had to navigate.', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('What''s a family taboo you broke without regret?', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Share a truth about your identity you’ve wrestled with.', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('What''s a time you felt judged for how you look?', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Share a regional injustice that still burns you up.', 'truth', 'bffs', 'deeper_dive', 'bold', true, false),"
"('What''s a moment you felt you betrayed your values?', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Tell us about a secret you’ve kept under cultural pressure.', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Describe a time you defied a cultural norm and paid a price.', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('What''s a truth you’ve hidden to dodge a fight?', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Share a moment you laughed to cover your anger.', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('What''s a time you rejected a family matchmaking plan?', 'truth', 'bffs', 'deeper_dive', 'bold', true, false),"
"('Tell us about a moment you felt judged for your friends.', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Describe a time you broke a social rule and felt alive.', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('What''s a secret you’ve kept to avoid a community clash?', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Share a moment you felt you lost your way.', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Tell us about a time you felt judged for your career path.', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('What''s a time you stood up to a family elder?', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Spill the chai: what''s a dream you’ve hidden to keep the peace?', 'truth', 'bffs', 'deeper_dive', 'bold', true, false),"
"('Describe a moment you challenged a community norm.', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('What''s a time you felt forced to fit in?', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Share a bold choice that shocked everyone around you.', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Tell us about a moment you found your true strength.', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('What''s a time you laughed to hide your frustration?', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Describe a moment you felt you let your family down.', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('What''s a cultural expectation you’ve openly defied?', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Tell us about a time you felt judged for your ambitions.', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('Share a moment you broke a family rule and felt empowered.', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('What''s a secret you’ve kept to shield someone close?', 'truth', 'bffs', 'deeper_dive', 'bold', false, false),"
"('What''s a time you hid your true feelings to fit in?', 'truth', 'bffs', 'deeper_dive', 'bold', false, false);"
    

Important Considerations and Potential Refinements:

"1. type (truth/dare/would_you_rather): I've defaulted most to 'truth'. You might want to manually review and change some to 'dare' if applicable. For example, ""Show us your best dance move!"" from the example would be a 'dare'. Your CSV doesn't have a clear way to distinguish these automatically."

2. is_indian_specific: The keyword matching is a heuristic. It might miss some or incorrectly flag others. A manual review would be best for 100% accuracy.



"Keywords used for true: ""region"", ""regional"", ""hometown"", ""bollywood"", ""dhaba"", ""monsoon"", ""chai"", ""upsc"", ""india"", ""festival"", ""mother tongue"", ""hindi"", ""caste"", ""matchmaking""."

"3. is_solo: This is closely tied to the type. If you change a type to 'dare', you'll need to consider if the dare is a solo activity or something done with/to the group."

4. Character Escaping: I've escaped single quotes (') by doubling them ('') as is standard in SQL strings.

"5. Batching Inserts: For 450 rows, a single INSERT statement with multiple VALUES clauses is generally fine for most modern databases (like PostgreSQL, MySQL). If you were inserting tens of thousands of rows, you'd break it into smaller batches."

This generated SQL should give you a very solid starting point for populating your prompts table. You can copy and paste this directly into your SQL client.
